time,score,pnl,capital,portfolio_value,variance,capitalUsage,maxDrawdown,total_profit,total_loss,count_profit,count_loss
2012-02-07 09:44:00,-7885105.614999999,-8507160.4525,13972440.3,5492839.547499999,1034289983290.1193,26094.89999999851,"{'maxPortfolioValue': 13399738.0275, 'maxDrawdown': 7906898.48}",0,8507160.4525,0,14
2012-02-07 09:45:00,-8507160.4525,-9125229.4875,13970038.25,4874770.512499999,1054520572454.3575,27559.699999999255,"{'maxPortfolioValue': 13399738.0275, 'maxDrawdown': 8524967.515}",0,9125229.4875,0,15
2012-02-07 09:46:00,-9125229.4875,-9730404.427500002,13968191.2,4269595.572499998,1071851674506.0266,29961.75,"{'maxPortfolioValue': 13399738.0275, 'maxDrawdown': 9130142.455000002}",0,9730404.427500002,0,16
2012-02-07 09:47:00,-9730404.427500002,-10349652.092500001,13966514.25,3650347.907499999,1088714984704.9401,31808.800000000745,"{'maxPortfolioValue': 13399738.0275, 'maxDrawdown': 9749390.120000001}",0,10349652.092500001,0,17
2012-02-07 09:48:00,-10349652.092500001,-10961918.02,13964711.0,3038081.9800000004,1103705182590.3796,33485.75,"{'maxPortfolioValue': 13399738.0275, 'maxDrawdown': 10361656.0475}",0,10961918.02,0,18
2012-02-07 09:49:00,-10961918.02,-11565747.0575,13962290.7,2434252.942500001,1116914554944.8445,35289.0,"{'maxPortfolioValue': 13399738.0275, 'maxDrawdown': 10965485.084999999}",0,11565747.0575,0,19
2012-02-07 09:50:00,-11565747.0575,-12165014.1025,13960370.0,1834985.897500001,1128769057232.976,37709.300000000745,"{'maxPortfolioValue': 13399738.0275, 'maxDrawdown': 11564752.129999999}",0,12165014.1025,0,20
2012-02-07 09:51:00,-12165014.1025,-12773887.8975,13958214.2,1226112.102499999,1140286976880.8335,39630.0,"{'maxPortfolioValue': 13399738.0275, 'maxDrawdown': 12173625.925}",0,12773887.8975,0,21
2012-02-07 09:52:00,-12773887.8975,-13381568.7225,13955952.7,618431.2774999999,1150918227533.0996,41785.800000000745,"{'maxPortfolioValue': 13399738.0275, 'maxDrawdown': 12781306.75}",0,13381568.7225,0,22
2012-02-07 09:53:00,-13381568.7225,-13993361.522499999,13953638.899999999,6638.477500000969,1161054625734.8162,44047.300000000745,"{'maxPortfolioValue': 13399738.0275, 'maxDrawdown': 13393099.549999999}",0,13993361.522499999,0,23
2012-02-07 09:54:00,-13993361.522499999,-14607312.7375,13950843.2,-607312.7375000007,1170659078945.0461,46361.10000000149,"{'maxPortfolioValue': 13399738.0275, 'maxDrawdown': 14007050.765}",0,14607312.7375,0,24
